id,价格,评价,评价日期,票务类型,评论,,,,
PKN52500689,259,5,2018.08.15,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,这次说实在的购票的时候有些忐忑，没成想十分顺利！赞！,,,
dTu744659684,259,4,2018.08.18,黄龙风景名胜区+上行索道（儿童/老人/学生票）,挺好的，可以去看看！特漂亮,,,,
zy887794814,259,4,2018.08.16,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,太漂亮啦，天然氧吧,,,
匿名用户,259,2,2018.08.06,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,工作人员服务态度是真的差，特别是卖票那里，不过也有个别很热心。,,,
姗san,259,4,2018.08.16,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,非常可以，买了就立马取了,,,
匿名用户,259,5,2018.07.30,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,黄龙景区的设施非常的新，清洁人员很负责任游人很多，垃圾很少，风景很美，这是人间的天堂。,,,
姗san,259,4,2018.08.16,黄龙风景名胜区+上行索道（儿童/老人/学生票）,非常可以，,,,,
DtS887831934,259,5,2018.06.24,黄龙风景名胜区+上行索道（儿童/老人/学生票）,漂亮的不行，可惜今天下雨，不然感觉景色更美,,,,
灬胡萝卜灬,259,5,2018.08.09,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,环境好,,,
七竹叶,259,5,2018.08.10,黄龙风景名胜区+上行索道（儿童/老人/学生票）,真的特别美来一次无憾,,,,
沈彤彤,259,5,2018.04.17,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,本想去九寨沟，但是因为不接受散客，就改了去黄龙，到了黄龙后遇见东北老乡，他去了九寨沟，他说黄龙比九寨沟好多了，一下子我心里平衡了很多，黄龙确实很美，五彩池好漂亮！就是这个季节去有点早，谁还很少，不过已经到成都，就一定要去哦！不然很可惜,,,
灬胡萝卜灬,259,5,2018.08.09,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,美,,,
匿名用户,259,1,2018.05.03,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,差差差！！黄龙本来就是看水的，结果水都没有，门票还贵得要死，对我感觉这里真不如雪山好耍，好看，建议大家耍黄龙去雪山垭口耍，风景漂亮，积雪如云,,,
太阳花1056,259,4,2018.07.29,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,除了觉得门票贵其他都很好，很佩服带到小奶娃去的路人，给赞,,,
mmH822252753,259,4,2018.07.31,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,风景不错，就是有点小贵！,,,
mmH822252753,259,4,2018.07.31,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,风景倒是好，就是有点小贵,,,
匿名用户,259,3,2018.07.22,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,环境不错，很干净，好好，就是没有卖饭的,,,
JFJ976774255,259,3,2018.07.18,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,还不错，就是夏天来杜鹃花没开，七彩池漂亮的很,,,
qoO514905977,259,4,2018.07.01,黄龙风景名胜区门票+上行索道票（老人票）,请至少提前1天的22点前购买,黄龙景区是我们玩的最好的一次，自助游人又少，时间宽裕，而且当地的藏族司机很热情，非常棒的一次旅行,,,
匿名用户,259,1,2018.05.04,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,这个季节去除了雪啥也看不到。坐索道上去走下来用了3个多小时。什么景都没有。就一个五彩池。 200多真心不值得。一路走下来累的不行。上去缺氧。爬楼梯更是累的不行。,,,
pCo662760064,259,1,2018.04.08,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,景区啥子不说  要问的是的是管理方   冬天水都被冻住了  只有冰雪     只能看到一点点五彩池   为什么不在网上说明？  到了售票厅才说   人这么大老远的慕名而来  容易吗！？   到了门口才知道情况   不去看看  这么远都来了    去看吧   又没有看到梦寐以求的风景    而且门票还照旺季价格收   真的是人心黑了美景  拍照片的心情都没有,,,
沉默的羔羊beso,259,2,2018.06.22,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,去的太早了，基本都没有水，要去玩的朋友一定要等到秋季去,,,
a梦一样的人,259,2,2018.06.24,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,去的时候天气不好，所以感觉一般,,,
水煮鱼呦,259,3,2018.06.23,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,挺好的，感觉特别美，天高林阔的,,,
kep835854908,259,3,2018.05.13,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,还不错，只是去的时候刚好下雪，太冷了，,,,
蓝yejun魔,259,4,2018.06.18,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,环境很好，转转挺好,,,
wanikoy,259,4,2018.05.29,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,风景不错，弥补九寨沟的遗憾去了黄龙，没失望，就是索道太短，不值票价，去的人一定要穿多点,,,
L天下王,259,5,2018.06.02,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,确认不错，景色迷人！值得我们去一次,,,
匿名用户,259,1,2018.04.06,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,今天才去了，280元含门票和上行索道，说实话，50元我都不会去，宣传图和现实的对比！一万点伤害,,,
Jyq.1996,259,4,2018.04.19,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,挺美的哦。,,,
团了个团001,259,4,2018.05.27,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,挺不错的风景区。就是去得稍微早了点。,,,
liuyang19830603,259,5,2018.04.28,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买, ,,,
沈彤彤,259,4,2018.04.17,黄龙风景区手机智能导游讲解（不含门票）,入园前均可购买,很有用，自驾游还是很有必要的，了解更多关于黄龙的背景，也不贵，很好,,,
ngM44596048,259,1,2018.04.18,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,很不爽！枯水期这么点景色还原价？现在是淡季啊大姐？？？还原价。。。,,,
yangmei0321,259,1,2018.04.13,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,既然景色还没不是季节，就不要开放，门票价格这么高，坑有游客,,,
匿名用户,259,5,2018.04.20,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,环境优美，景色迷人，不错。,,,
Rom619446093,259,4,2018.04.14,黄龙风景名胜区门票+上行索道（成人票）,入园前均可购买,其实应该很美的，就是去的不是时候，应该6～10月份去，那个时候是丰水期，更好看,,,
pCo662760064,259,1,2018.04.08,黄龙风景名胜区+上行索道（儿童/老人/学生票）,差的不是景   是只管赚钱的人   人心黑了景,,,,
qoO514905977,259,4,2018.02.16,黄龙风景名胜区门票+上行索道票（学生票）,请至少提前1天的22点前购买,真是人间仙境，大家去九寨一定要去黄龙，没有想象中的高原反应，只要身体健康，不去的话绝对后悔,,,
yOG922062830,259,4,2018.02.05,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,我们是暑期去玩的，当天晚上发生的地震，非常幸运平安回来，美丽的九寨沟美丽的黄龙，非常希望能再去一次,,,
ayk328212663,259,1,2018.03.19,黄龙风景名胜区门票+上行索道票（成人票）,请至少提前1天的22点前购买,上去有缆车，下来腿走断。走好几个小时，一直在下坡，回来腿疼了好久,,,
yelaiblog,259,5,2018.03.22,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,九寨沟地震前2天去的，美极了，无法形容。,,,
海角蜀叶,259,4,2018.03.23,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,幸好做的索道，太累了,,,
高冷的数学,259,4,2017.10.09,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,七彩池颜色太漂亮了，值得爬上顶一看，可是往下的风景就一般般了。一路上遇见很多松鼠，明显不怕人，还一个劲儿的伸长脖子闻你，所以零时从身上找了几颗甜食，居然吃的很香。一路走来总体来说很好，卫生很干净，每隔一段都有工作人员打扫卫生，也设有氧吧，就是没有小卖部，需要自己带齐饮用水和吃的。,,,
沉淀676,259,1,2017.07.30,黄龙风景名胜区门票+上行索道（儿童/老人/学生票）,请至少当天的17点30分前购买,景区哪都好，就是交通设计不合理，我都怀疑是景区和交警部门专门设计坑害游客，事情经过是这样的，一进沟内先到正门，但是正门跟前停车场又小放不下几辆车，所以老是满的，继续往里走走到头是缆车入口，而且缆车入口可以买票，大部分游客都是坐缆车上去然后步行游玩下来，关键就在这里，去的时候把车停到缆车入口跟前停车场，游玩出来在正门口这里，正门口离缆车停车场15公里，这就变相的逼着游客要么走15公里去取车，要么在正门口路边等，一个人去取车反正要出景区肯定要路过正门口，试想一路从山上走下来肯定很累，所以老婆孩子就在路边等我去开车，没想到交警一队人马就在这条路上往返巡逻，我开车返回正门口路边老婆孩子上车，几秒钟上车时间，交警上来不由分说就拍车号，说我逆行违章了，我操，完成罚款任务也不能这样啊，抢劫呢？而且不能辩解，口气强硬，一口一个马上走，不然扣车口人，瞧瞧黄龙景区的交警多牛逼，这条路上往返罚款这么多外地车，摆明是欺负游客嘛，我见被坑的都是游客外地车，没有一辆本地车！很说明问题！太坏了这帮孙子，看这种坑游客的手段不是一天两天了，居然没人管管！有些部门有些领导装聋作哑，为了创收选择性的失声，知道你游客出门在外不敢吭声，就坑你，当地*****，非得新闻媒体曝光舆论参与才能解决，像我们这样的老百姓向哪反应都没用，我只是想提醒一下广大游客们，再去黄龙景区切记就是累死也不能在路边上下车，一个单子就二百呀，有这钱还不如雇个车保险呢！不说了，被坑又投诉无门，自认倒霉吧！所以自己小心吧！别让狗有机会咬你一口就是了！最后这张照片是景区图，在图的右下角是正门口，图的左下角是缆车入口，自己看看有多远！,,,
雀斑先生,259,5,2017.10.02,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,天公不作美，飘着下雨，气温又低，索道上去然后上山，一路没有什么特色的风景，直到邂逅了五彩池，之后便是一个接着一个的彩池，水真的很清澈，不同角度呈现不一样的美～一路也有氧吧，因为感冒加上有点高原反应，后面大脑一片空白，建议大家穿暖和点，别冻着～总体来说还是值得哈，全程花了六个小时，照了很多美照，满足的～,,,
why7201,259,3,2018.01.24,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,人气旺，卫生好，夏天去风景更好看些。,,,
独为伊人醉倾城,259,5,2017.10.02,黄龙风景名胜区门票+上行索道（成人票）,请至少当天的17点30分前购买,风光秀美，美景怡人，环境清幽，空气清新，沿途风景十分迷人，尤其是五彩池更是令人陶醉其中，水质清澈见底，旅游的人很多，我和同事坐索道上山，全程花了5个小时，五彩池海拔高度4500米，爬山过程中会出现高原反应，不过过段时间就会回复，值得去的好地方！！！,,,
