id,价格,评价,评价日期,票务类型,评论,,,,,,
尚书祭酒,519,4,2021.07.19,黄山风景区门票南大门成人票（云谷索道方向）,疫情影响人流量不大，酒店住宿都很便宜实惠……,,,,,,
张赢9999,519,5,2021.06.03,黄山风景区云谷上行索道票-成人票,强烈推荐：黄山北站下车 住北站旁维也纳酒店 旅游部的余师 人好服务好  第二天8点商务车直接送到山下,,,,,,
auz687836061,519,5,2021.03.24,黄山风景区门票南大门成人票（玉屏索道方向）,年后和同学开车过来的，到山脚下换车上山，半山腰坐索道上山，当天刚下过雨，水雾缭绕，在索道上感觉很棒，犹如仙境一样，去看了迎客松，也到了光明顶，因为莲花峰对外封闭，所以有点儿遗憾，没有登上最高峰，辛苦的挑山工，络绎不绝的游客，秀美风光，值得去看，我们急着回去，期待下次用三天时间，来个深度游,,,,,,
yffs梅,519,5,2021.07.16,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,景色很美，带孩子值得爬一次，爬前多锻炼身体，否则爬后腿很疯！,,,,,,
小灰灰h1223,519,1,2021.06.27,黄山风景区成人票,很不开心的一次美团购票，去黄山建议大家关注黄山旅游官方平台购票，如果遇到特殊情况不能去，在游玩日期后七天内也可退款,,,,,,
RwS924999774,519,4,2021.04.01,黄山风景区成人票,玩了两天景区很大，一个人从慈云阁徒步到玉屏阁，看到了大名鼎鼎的迎客松，真的好美不过就是雾太大，看不到后面的山峰。第二天然后又从光明顶徒步去到云谷寺。黄山的天气真是变化多端，山下晴天山上云雾缭绕，不时还来场雷阵雨，然后也莲花峰关闭不让去。,,,,,,
崔鸿195,519,4,2021.07.21,黄山风景区云谷上行索道票-成人票,环境好服务优质，推荐给大家哦！,,,,,,
wDg111535579,519,5,2021.02.20,黄山风景区成人票, ,,,,,,
柒夏＆386,519,3,2021.06.10,黄山风景区门票南大门成人票（云谷索道方向）,挺好的，就是太累了，看完黄山再也不想爬山了,,,,,,
JuW917539952,519,2,2021.07.20,黄山风景区玉屏索道上行儿童票,人太多了！人看人！x挤x！！人挤人！！！！,,,,,,
qCp488383931,519,3,2021.07.19,黄山风景区门票南大门成人票（云谷索道方向）,雨中走，雷中行，雾中停，云里雾里都有景。,,,,,,
间7509,519,3,2021.07.18,黄山风景区门票南大门成人票（玉屏索道方向）,黄山很好，就是下雨天我碰上了，没有看的远,,,,,,
随心WD,519,1,2021.07.11,黄山风景区云谷上行索道票-成人票,坑爹黄山，门票贵得要死，工作人员服务态度极其恶劣,,,,,,
匿名用户,519,4,2021.07.23,黄山风景区云谷上行索道票-成人票,还行吧⊙▽⊙,,,,,,
匿名用户,519,4,2021.07.23,黄山风景区云谷上行索道票-成人票,还行吧⊙▽⊙,,,,,,
匿名用户,519,5,2021.07.23,黄山风景区门票南大门成人票（玉屏索道方向）,还行吧⊙▽⊙,,,,,,
匿名用户,519,5,2021.07.23,黄山风景区门票南大门成人票（玉屏索道方向）,还行吧,,,,,,
ObZ676911179,519,4,2021.07.08,黄山风景区门票南大门成人票（玉屏索道方向）,特别好，那天是大晴天，爬到高处看到就感觉身处仙境一般，简直完美，太棒啦，特别推荐呢,,,,,,
XAH222810826,519,5,2021.07.19,黄山风景区门票成人票（冬游）,云海还是很美的 其他的我欣赏不来,,,,,,
L693879209,519,2,2021.07.14,黄山风景区门票南大门成人票（云谷索道方向）,个别服务人员，态度不好，特别是更年期妇女！,,,,,,
花瓣落船梢,519,5,2021.05.11,黄山风景区成人票,服务周到，环境优美，错开高峰期很棒,,,,,,
飞马座的遐想,519,5,2021.07.20,黄山风景区西海大峡谷观光缆车上行 - 成人票,值得，做了好几次,,,,,,
随心WD,519,1,2021.07.11,黄山风景区门票南大门成人票（云谷索道方向）,黄山的门票是真的贵，里面的工作人员服务态度也很恶劣,,,,,,
KzR583959951,519,4,2021.07.21,黄山风景区门票南大门成人票（玉屏索道方向）,好玩,,,,,,
传鲜者,519,1,2021.05.01,黄山风景区门票南大门成人票（云谷索道方向）,首先黄山的风景还是可以的，但是这边的服务真的是太垃圾了，太商业化了，绑的太死了，买了门票还必须要买个大巴的票，相当于有一半山就不用爬了。说是因为疫情帐篷不给带上山，山上帐篷的也没有，就直接不能扎帐篷。上山酒店最低的也要四位数，一个床位还要四百多。还有就是爬山的全部是楼梯类型的台阶，个人感觉没意思，就跟走楼梯一样没有挑战性，感觉不好玩。再说就是山下的酒店吧。4月30号三人房162，5月1号直接就是802。感觉这个有点离谱了吧。还有就是吃的饭店个人感觉有的垃圾，西红柿鸡蛋汤里面放了青菜直接就是一股味道。总结下来就是能宰一个是一个，再也不见了。,,,,,,
Peggy13,519,5,2021.07.18,黄山风景区云谷上行索道票-成人票,不做索道就吃不消！,,,,,,
匿名用户,519,3,2021.06.30,黄山风景区成人票, ,,,,,,
dbD312680171,519,5,2021.06.30,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,常说黄山归来不看山，这话一点不假，已经去第二次了，从云谷索道上山，再从玉屏索道下山，一路观看美景，回家腿不疼。,,,,,,
huni16,519,3,2021.07.11,黄山风景区云谷上行索道票-成人票,还可以吧，就是应该把那些嗯门票再优惠一点就好了。,,,,,,
吃货小丸子668,519,4,2021.04.28,黄山风景区门票南大门成人票（云谷索道方向）, ,,,,,,
七色云彩的阿八,519,5,2021.04.14,黄山风景区门票南大门成人票（云谷索道方向）,非常好，推荐大家入住，从高铁北站到宏村车站，下车走500米左右就到了，登记时还给我身份证个保护套，房间很干净舒适，窗户就对着外面大山，通风透气很好，在三楼，晚上睡觉也很安静，卫生间洗漱，马桶，淋浴全部分开，一个双人标间连灯带都做的非常好，其实我之前在宏村景区附近一个销量很高的特色主题客栈住了两天，价格贵了几十块钱吧，但体验感不咋滴，老旧味道特别大，房间也小，冲着热门特色ip去打卡的，很失望，我就不提哪家了，老板人也特别好，就是住宿环境真的不咋滴，多花点钱就是为了体验客栈特色，结果令人很失望，幸亏又定了昆仑青旅，后悔没四天都定，还能省不少钱，睡眠习惯良好的可以试试多人间，我睡觉打呼就定了标间一个人睡，体验感也非常好。,,,,,,
杨松新860,519,4,2021.07.14,黄山风景区成人票,环境很好，周围的酒店服务也好，景区卫生也干净,,,,,,
RwS924999774,519,5,2021.04.03,黄山风景区玉屏索道上行 - 成人票,传说中的黄山很美，这次只可惜天公不作美。山上不是雾就是雨。只拍了这些你们参考一下。我的技术有限让你们见笑了。如果有机会一定会再来看看，就是希望下次来不要像这次又是一个人，也希望下次天气好一点。希望下次能等上天都峰，补偿一下这次遗憾。,,,,,,
zhaojun1999,519,3,2021.07.12,黄山风景区云谷上行索道票-成人票,刷身份证即可，非常方便。总体不错。,,,,,,
cSU636102610,519,1,2021.07.06,黄山风景区成人票,订错了，马上退订！但是景区还是算我预定成功了，不给退，很无语！这个服务也是差到极点了,,,,,,
乔加利叶,519,2,2021.07.12,黄山风景区成人票, ,,,,,,
michael6016,519,4,2021.07.19,黄山风景区云谷索道上行成人票,hjjfdgjkgchj,,,,,,
随心WD,519,1,2021.07.11,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,太TM贵了，黄山就这一个景点，不得拼死薅羊毛？,,,,,,
AyI958849900,519,5,2021.07.19,黄山风景区门票南大门成人票（玉屏索道方向）,步仙桥yyds,,,,,,
bfp256222174,519,4,2021.07.11,黄山风景区门票南大门成人票（玉屏索道方向）,很方便。不错的 黄山确实不错。就是一天在山上太累了 累的不行,,,,,,
aPj567773226,519,5,2021.05.11,黄山风景区成人票,很好玩。可能还会去。好玩好玩好玩好玩,,,,,,
阿拉咚博,519,4,2021.07.17,黄山风景区登山三宝（登山杖+雨衣+地图）不限人群票,很不错！,,,,,,
huni16,519,3,2021.07.11,黄山风景区门票南大门成人票（玉屏索道方向）,价格太贵了。如果能便宜点就好了。,,,,,,
GoB20316557,519,1,2021.07.10,黄山风景区成人票,商家态度极度不好！问题不给我解决，还挂我电话！差评！,,,,,,
AFT560577819,519,5,2021.06.28,黄山风景区门票南大门成人票（云谷索道方向）,非常好,,,,,,
aYg974554242,519,5,2021.07.13,黄山风景区成人票,值得来，推荐,,,,,,
无念53619,519,3,2021.06.07,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,这个票真的只是门票钱，索道钱不在这里面，需要另外买,,,,,,
jwa876111692,519,2,2021.07.08,黄山风景区成人票,真的是看景不如听景．黄山的山爬起来并不是很累．不高．不险．奇松怪石．,,,,,,
Iyu冰雪,519,3,2021.05.12,黄山风景区玉屏索道上行 - 成人票,建议大家报团 99 单买199，不要走路一定要乘缆车！水跟食物要备足！5点之前下山、晚了没车下山、票是提前一天买，带上身份证,,,,,,
Mpc794609666,519,1,2021.05.29,黄山风景区成人票,美团平台跟景点一个鼻孔出气的，只要你买了票，第二天不管什么原因都不会退票的，还要弄个自动消费，打电话这样那样的理由，就是没办法退票退钱,,,,,,
不忘初心wd2723,519,4,2021.07.06,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,这个索道主要是看石头山挺震撼的但是真正还是云谷索道更美  美到震撼,,,,,,
paA106724368,519,5,2021.07.12,黄山风景区门票南大门成人票（云谷索道方向）,非常好，很方便，不用排队买票。,,,,,,
paA106724368,519,5,2021.07.12,黄山风景区云谷上行索道票-成人票,非常好，省时高效。免去排队烦恼。,,,,,,
hxg922871253,519,3,2021.07.13,黄山风景区门票南大门成人票（云谷索道方向）,人山人海，风光无限，就是人太多了,,,,,,
匿名用户,519,3,2021.07.12,黄山风景区成人票,其他还行，除了小火车，狗都不坐。,,,,,,
卢振刚05555,519,2,2021.07.07,黄山风景区门票南大门成人票（云谷索道方向）,天气好的时候啥也没有，有些后悔。,,,,,,
干饭小天才e,519,5,2021.07.14,黄山风景区成人票,牛,,,,,,
YHZ994673193,519,3,2021.04.23,黄山风景区门票南大门成人票（玉屏索道方向）,爬黄山的时候下雨了，本来想放弃第二天爬，但是看着人还挺多的，感觉下雨应该是另一种风味吧，风景那是没得说，就是后遗症太难了，腿已经废了，现在是有个坡度我都不想走，有台阶更是不想爬,,,,,,
匿名用户,519,3,2021.07.08,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,环境优美，服务还好，就是很遗憾没看到日出,,,,,,
一叶天涯856,519,5,2021.07.13,黄山风景区门票南大门成人票（云谷索道方向）,强烈推荐,,,,,,
SOQI鑫宝,519,3,2021.05.18,黄山风景区门票南大门成人票（云谷索道方向）,有雾真是啥也看不到，坐索道还是不错的，很幸运到光明顶雾散了，景色是真美。,,,,,,
晒不黑的黑猩猩,519,4,2021.07.09,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,兄弟们，冲啊，一定要去玩。,,,,,,
咸蛋超人zzm,519,4,2021.05.03,黄山风景区门票南大门成人票（玉屏索道方向）,在黄山拍的每一张照片，都可以当手机屏保，非常漂亮。提个小小的建议，增加点停车场，车位太少了！,,,,,,
耳东和先生,519,5,2021.07.10,黄山风景区门票南大门成人票（云谷索道方向）,挺不错,,,,,,
krz476909018,519,5,2021.06.24,黄山风景区门票南大门成人票（云谷索道方向）,很好,,,,,,
匿名用户,519,5,2021.05.19,黄山风景区门票南大门成人票（云谷索道方向）,很不错，可以两次进山，只要体力好，两天时间可以轻松玩转所有景点，非常漂亮。,,,,,,
